variable,time_frame,scenario,forcing,time_period,link
tas,historical,historical,ukesm1-0-ll,1881_1890,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/UKESM1-0-LL/ukesm1-0-ll_r1i1p1f1_w5e5_historical_tas_global_daily_1881_1890.nc
tas,historical,historical,ukesm1-0-ll,1901_1910,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/UKESM1-0-LL/ukesm1-0-ll_r1i1p1f1_w5e5_historical_tas_global_daily_1901_1910.nc
tas,historical,historical,ukesm1-0-ll,1911_1920,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/UKESM1-0-LL/ukesm1-0-ll_r1i1p1f1_w5e5_historical_tas_global_daily_1911_1920.nc
tas,historical,historical,ukesm1-0-ll,1921_1930,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/UKESM1-0-LL/ukesm1-0-ll_r1i1p1f1_w5e5_historical_tas_global_daily_1921_1930.nc
tas,historical,historical,ukesm1-0-ll,1931_1940,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/UKESM1-0-LL/ukesm1-0-ll_r1i1p1f1_w5e5_historical_tas_global_daily_1931_1940.nc
tas,historical,historical,ukesm1-0-ll,1941_1950,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/UKESM1-0-LL/ukesm1-0-ll_r1i1p1f1_w5e5_historical_tas_global_daily_1941_1950.nc
tas,historical,historical,ukesm1-0-ll,1951_1960,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/UKESM1-0-LL/ukesm1-0-ll_r1i1p1f1_w5e5_historical_tas_global_daily_1951_1960.nc
tas,historical,historical,ukesm1-0-ll,1961_1970,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/UKESM1-0-LL/ukesm1-0-ll_r1i1p1f1_w5e5_historical_tas_global_daily_1961_1970.nc
tas,historical,historical,ukesm1-0-ll,1971_1980,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/UKESM1-0-LL/ukesm1-0-ll_r1i1p1f1_w5e5_historical_tas_global_daily_1971_1980.nc
tas,historical,historical,ukesm1-0-ll,1981_1990,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/UKESM1-0-LL/ukesm1-0-ll_r1i1p1f1_w5e5_historical_tas_global_daily_1981_1990.nc
tas,historical,historical,ukesm1-0-ll,1991_2000,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/UKESM1-0-LL/ukesm1-0-ll_r1i1p1f1_w5e5_historical_tas_global_daily_1991_2000.nc
tas,historical,historical,ukesm1-0-ll,2001_2010,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/UKESM1-0-LL/ukesm1-0-ll_r1i1p1f1_w5e5_historical_tas_global_daily_2001_2010.nc
tas,historical,historical,ukesm1-0-ll,2011_2014,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/UKESM1-0-LL/ukesm1-0-ll_r1i1p1f1_w5e5_historical_tas_global_daily_2011_2014.nc
tas,future,ssp126,gfdl-esm4,2015_2020,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp126/GFDL-ESM4/gfdl-esm4_r1i1p1f1_w5e5_ssp126_tas_global_daily_2015_2020.nc
tas,future,ssp126,gfdl-esm4,2021_2030,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp126/GFDL-ESM4/gfdl-esm4_r1i1p1f1_w5e5_ssp126_tas_global_daily_2021_2030.nc
tas,future,ssp126,gfdl-esm4,2031_2040,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp126/GFDL-ESM4/gfdl-esm4_r1i1p1f1_w5e5_ssp126_tas_global_daily_2031_2040.nc
tas,future,ssp126,gfdl-esm4,2041_2050,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp126/GFDL-ESM4/gfdl-esm4_r1i1p1f1_w5e5_ssp126_tas_global_daily_2041_2050.nc
tas,future,ssp126,gfdl-esm4,2051_2060,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp126/GFDL-ESM4/gfdl-esm4_r1i1p1f1_w5e5_ssp126_tas_global_daily_2051_2060.nc
tas,future,ssp126,gfdl-esm4,2061_2070,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp126/GFDL-ESM4/gfdl-esm4_r1i1p1f1_w5e5_ssp126_tas_global_daily_2061_2070.nc
tas,future,ssp126,gfdl-esm4,2071_2080,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp126/GFDL-ESM4/gfdl-esm4_r1i1p1f1_w5e5_ssp126_tas_global_daily_2071_2080.nc
tas,future,ssp126,gfdl-esm4,2081_2090,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp126/GFDL-ESM4/gfdl-esm4_r1i1p1f1_w5e5_ssp126_tas_global_daily_2081_2090.nc
tas,future,ssp126,gfdl-esm4,2091_2100,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp126/GFDL-ESM4/gfdl-esm4_r1i1p1f1_w5e5_ssp126_tas_global_daily_2091_2100.nc
tas,future,ssp126,ipsl-cm6a-lr,2015_2020,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp126/IPSL-CM6A-LR/ipsl-cm6a-lr_r1i1p1f1_w5e5_ssp126_tas_global_daily_2015_2020.nc
tas,future,ssp126,ipsl-cm6a-lr,2021_2030,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp126/IPSL-CM6A-LR/ipsl-cm6a-lr_r1i1p1f1_w5e5_ssp126_tas_global_daily_2021_2030.nc
tas,future,ssp126,ipsl-cm6a-lr,2031_2040,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp126/IPSL-CM6A-LR/ipsl-cm6a-lr_r1i1p1f1_w5e5_ssp126_tas_global_daily_2031_2040.nc
tas,future,ssp126,ipsl-cm6a-lr,2041_2050,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp126/IPSL-CM6A-LR/ipsl-cm6a-lr_r1i1p1f1_w5e5_ssp126_tas_global_daily_2041_2050.nc
tas,future,ssp126,ipsl-cm6a-lr,2051_2060,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp126/IPSL-CM6A-LR/ipsl-cm6a-lr_r1i1p1f1_w5e5_ssp126_tas_global_daily_2051_2060.nc
tas,future,ssp126,ipsl-cm6a-lr,2061_2070,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp126/IPSL-CM6A-LR/ipsl-cm6a-lr_r1i1p1f1_w5e5_ssp126_tas_global_daily_2061_2070.nc
tas,future,ssp126,ipsl-cm6a-lr,2071_2080,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp126/IPSL-CM6A-LR/ipsl-cm6a-lr_r1i1p1f1_w5e5_ssp126_tas_global_daily_2071_2080.nc
tas,future,ssp126,ipsl-cm6a-lr,2081_2090,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp126/IPSL-CM6A-LR/ipsl-cm6a-lr_r1i1p1f1_w5e5_ssp126_tas_global_daily_2081_2090.nc
tas,future,ssp126,ipsl-cm6a-lr,2091_2100,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp126/IPSL-CM6A-LR/ipsl-cm6a-lr_r1i1p1f1_w5e5_ssp126_tas_global_daily_2091_2100.nc
tas,future,ssp126,mpi-esm1-2-hr,2015_2020,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp126/MPI-ESM1-2-HR/mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_global_daily_2015_2020.nc
tas,future,ssp126,mpi-esm1-2-hr,2021_2030,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp126/MPI-ESM1-2-HR/mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_global_daily_2021_2030.nc
tas,future,ssp126,mpi-esm1-2-hr,2031_2040,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp126/MPI-ESM1-2-HR/mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_global_daily_2031_2040.nc
tas,future,ssp126,mpi-esm1-2-hr,2041_2050,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp126/MPI-ESM1-2-HR/mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_global_daily_2041_2050.nc
tas,future,ssp126,mpi-esm1-2-hr,2051_2060,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp126/MPI-ESM1-2-HR/mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_global_daily_2051_2060.nc
tas,future,ssp126,mpi-esm1-2-hr,2061_2070,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp126/MPI-ESM1-2-HR/mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_global_daily_2061_2070.nc
tas,future,ssp126,mpi-esm1-2-hr,2071_2080,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp126/MPI-ESM1-2-HR/mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_global_daily_2071_2080.nc
tas,future,ssp126,mpi-esm1-2-hr,2081_2090,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp126/MPI-ESM1-2-HR/mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_global_daily_2081_2090.nc
tas,future,ssp126,mpi-esm1-2-hr,2091_2100,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp126/MPI-ESM1-2-HR/mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp126_tas_global_daily_2091_2100.nc
tas,future,ssp126,mri-esm2-0,2015_2020,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp126/MRI-ESM2-0/mri-esm2-0_r1i1p1f1_w5e5_ssp126_tas_global_daily_2015_2020.nc
tas,future,ssp126,mri-esm2-0,2021_2030,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp126/MRI-ESM2-0/mri-esm2-0_r1i1p1f1_w5e5_ssp126_tas_global_daily_2021_2030.nc
tas,future,ssp126,mri-esm2-0,2031_2040,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp126/MRI-ESM2-0/mri-esm2-0_r1i1p1f1_w5e5_ssp126_tas_global_daily_2031_2040.nc
tas,future,ssp126,mri-esm2-0,2041_2050,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp126/MRI-ESM2-0/mri-esm2-0_r1i1p1f1_w5e5_ssp126_tas_global_daily_2041_2050.nc
tas,future,ssp126,mri-esm2-0,2051_2060,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp126/MRI-ESM2-0/mri-esm2-0_r1i1p1f1_w5e5_ssp126_tas_global_daily_2051_2060.nc
tas,future,ssp126,mri-esm2-0,2061_2070,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp126/MRI-ESM2-0/mri-esm2-0_r1i1p1f1_w5e5_ssp126_tas_global_daily_2061_2070.nc
tas,future,ssp126,mri-esm2-0,2071_2080,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp126/MRI-ESM2-0/mri-esm2-0_r1i1p1f1_w5e5_ssp126_tas_global_daily_2071_2080.nc
tas,future,ssp126,mri-esm2-0,2081_2090,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp126/MRI-ESM2-0/mri-esm2-0_r1i1p1f1_w5e5_ssp126_tas_global_daily_2081_2090.nc
tas,future,ssp126,mri-esm2-0,2091_2100,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp126/MRI-ESM2-0/mri-esm2-0_r1i1p1f1_w5e5_ssp126_tas_global_daily_2091_2100.nc
tas,future,ssp126,ukesm1-0-ll,2015_2020,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp126/UKESM1-0-LL/ukesm1-0-ll_r1i1p1f1_w5e5_ssp126_tas_global_daily_2015_2020.nc
tas,future,ssp126,ukesm1-0-ll,2021_2030,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp126/UKESM1-0-LL/ukesm1-0-ll_r1i1p1f1_w5e5_ssp126_tas_global_daily_2021_2030.nc
tas,future,ssp126,ukesm1-0-ll,2031_2040,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp126/UKESM1-0-LL/ukesm1-0-ll_r1i1p1f1_w5e5_ssp126_tas_global_daily_2031_2040.nc
tas,future,ssp126,ukesm1-0-ll,2041_2050,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp126/UKESM1-0-LL/ukesm1-0-ll_r1i1p1f1_w5e5_ssp126_tas_global_daily_2041_2050.nc
tas,future,ssp126,ukesm1-0-ll,2051_2060,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp126/UKESM1-0-LL/ukesm1-0-ll_r1i1p1f1_w5e5_ssp126_tas_global_daily_2051_2060.nc
tas,future,ssp126,ukesm1-0-ll,2061_2070,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp126/UKESM1-0-LL/ukesm1-0-ll_r1i1p1f1_w5e5_ssp126_tas_global_daily_2061_2070.nc
tas,future,ssp126,ukesm1-0-ll,2071_2080,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp126/UKESM1-0-LL/ukesm1-0-ll_r1i1p1f1_w5e5_ssp126_tas_global_daily_2071_2080.nc
tas,future,ssp126,ukesm1-0-ll,2081_2090,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp126/UKESM1-0-LL/ukesm1-0-ll_r1i1p1f1_w5e5_ssp126_tas_global_daily_2081_2090.nc
tas,future,ssp126,ukesm1-0-ll,2091_2100,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp126/UKESM1-0-LL/ukesm1-0-ll_r1i1p1f1_w5e5_ssp126_tas_global_daily_2091_2100.nc
tas,future,ssp370,gfdl-esm4,2015_2020,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp370/GFDL-ESM4/gfdl-esm4_r1i1p1f1_w5e5_ssp370_tas_global_daily_2015_2020.nc
tas,future,ssp370,gfdl-esm4,2021_2030,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp370/GFDL-ESM4/gfdl-esm4_r1i1p1f1_w5e5_ssp370_tas_global_daily_2021_2030.nc
tas,future,ssp370,gfdl-esm4,2031_2040,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp370/GFDL-ESM4/gfdl-esm4_r1i1p1f1_w5e5_ssp370_tas_global_daily_2031_2040.nc
tas,future,ssp370,gfdl-esm4,2041_2050,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp370/GFDL-ESM4/gfdl-esm4_r1i1p1f1_w5e5_ssp370_tas_global_daily_2041_2050.nc
tas,future,ssp370,gfdl-esm4,2051_2060,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp370/GFDL-ESM4/gfdl-esm4_r1i1p1f1_w5e5_ssp370_tas_global_daily_2051_2060.nc
tas,future,ssp370,gfdl-esm4,2061_2070,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp370/GFDL-ESM4/gfdl-esm4_r1i1p1f1_w5e5_ssp370_tas_global_daily_2061_2070.nc
tas,future,ssp370,gfdl-esm4,2071_2080,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp370/GFDL-ESM4/gfdl-esm4_r1i1p1f1_w5e5_ssp370_tas_global_daily_2071_2080.nc
tas,future,ssp370,gfdl-esm4,2081_2090,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp370/GFDL-ESM4/gfdl-esm4_r1i1p1f1_w5e5_ssp370_tas_global_daily_2081_2090.nc
tas,future,ssp370,gfdl-esm4,2091_2100,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp370/GFDL-ESM4/gfdl-esm4_r1i1p1f1_w5e5_ssp370_tas_global_daily_2091_2100.nc
tas,future,ssp370,ipsl-cm6a-lr,2015_2020,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp370/IPSL-CM6A-LR/ipsl-cm6a-lr_r1i1p1f1_w5e5_ssp370_tas_global_daily_2015_2020.nc
tas,future,ssp370,ipsl-cm6a-lr,2021_2030,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp370/IPSL-CM6A-LR/ipsl-cm6a-lr_r1i1p1f1_w5e5_ssp370_tas_global_daily_2021_2030.nc
tas,future,ssp370,ipsl-cm6a-lr,2031_2040,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp370/IPSL-CM6A-LR/ipsl-cm6a-lr_r1i1p1f1_w5e5_ssp370_tas_global_daily_2031_2040.nc
tas,future,ssp370,ipsl-cm6a-lr,2041_2050,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp370/IPSL-CM6A-LR/ipsl-cm6a-lr_r1i1p1f1_w5e5_ssp370_tas_global_daily_2041_2050.nc
tas,future,ssp370,ipsl-cm6a-lr,2051_2060,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp370/IPSL-CM6A-LR/ipsl-cm6a-lr_r1i1p1f1_w5e5_ssp370_tas_global_daily_2051_2060.nc
tas,future,ssp370,ipsl-cm6a-lr,2061_2070,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp370/IPSL-CM6A-LR/ipsl-cm6a-lr_r1i1p1f1_w5e5_ssp370_tas_global_daily_2061_2070.nc
tas,future,ssp370,ipsl-cm6a-lr,2071_2080,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp370/IPSL-CM6A-LR/ipsl-cm6a-lr_r1i1p1f1_w5e5_ssp370_tas_global_daily_2071_2080.nc
tas,future,ssp370,ipsl-cm6a-lr,2081_2090,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp370/IPSL-CM6A-LR/ipsl-cm6a-lr_r1i1p1f1_w5e5_ssp370_tas_global_daily_2081_2090.nc
tas,future,ssp370,ipsl-cm6a-lr,2091_2100,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp370/IPSL-CM6A-LR/ipsl-cm6a-lr_r1i1p1f1_w5e5_ssp370_tas_global_daily_2091_2100.nc
tas,future,ssp370,mpi-esm1-2-hr,2015_2020,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp370/MPI-ESM1-2-HR/mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp370_tas_global_daily_2015_2020.nc
tas,future,ssp370,mpi-esm1-2-hr,2021_2030,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp370/MPI-ESM1-2-HR/mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp370_tas_global_daily_2021_2030.nc
tas,future,ssp370,mpi-esm1-2-hr,2031_2040,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp370/MPI-ESM1-2-HR/mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp370_tas_global_daily_2031_2040.nc
tas,future,ssp370,mpi-esm1-2-hr,2041_2050,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp370/MPI-ESM1-2-HR/mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp370_tas_global_daily_2041_2050.nc
tas,future,ssp370,mpi-esm1-2-hr,2051_2060,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp370/MPI-ESM1-2-HR/mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp370_tas_global_daily_2051_2060.nc
tas,future,ssp370,mpi-esm1-2-hr,2061_2070,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp370/MPI-ESM1-2-HR/mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp370_tas_global_daily_2061_2070.nc
tas,future,ssp370,mpi-esm1-2-hr,2071_2080,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp370/MPI-ESM1-2-HR/mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp370_tas_global_daily_2071_2080.nc
tas,future,ssp370,mpi-esm1-2-hr,2081_2090,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp370/MPI-ESM1-2-HR/mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp370_tas_global_daily_2081_2090.nc
tas,future,ssp370,mpi-esm1-2-hr,2091_2100,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp370/MPI-ESM1-2-HR/mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp370_tas_global_daily_2091_2100.nc
tas,future,ssp370,mri-esm2-0,2015_2020,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp370/MRI-ESM2-0/mri-esm2-0_r1i1p1f1_w5e5_ssp370_tas_global_daily_2015_2020.nc
tas,future,ssp370,mri-esm2-0,2021_2030,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp370/MRI-ESM2-0/mri-esm2-0_r1i1p1f1_w5e5_ssp370_tas_global_daily_2021_2030.nc
tas,future,ssp370,mri-esm2-0,2031_2040,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp370/MRI-ESM2-0/mri-esm2-0_r1i1p1f1_w5e5_ssp370_tas_global_daily_2031_2040.nc
tas,future,ssp370,mri-esm2-0,2041_2050,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp370/MRI-ESM2-0/mri-esm2-0_r1i1p1f1_w5e5_ssp370_tas_global_daily_2041_2050.nc
tas,future,ssp370,mri-esm2-0,2051_2060,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp370/MRI-ESM2-0/mri-esm2-0_r1i1p1f1_w5e5_ssp370_tas_global_daily_2051_2060.nc
tas,future,ssp370,mri-esm2-0,2061_2070,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp370/MRI-ESM2-0/mri-esm2-0_r1i1p1f1_w5e5_ssp370_tas_global_daily_2061_2070.nc
tas,future,ssp370,mri-esm2-0,2071_2080,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp370/MRI-ESM2-0/mri-esm2-0_r1i1p1f1_w5e5_ssp370_tas_global_daily_2071_2080.nc
tas,future,ssp370,mri-esm2-0,2081_2090,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp370/MRI-ESM2-0/mri-esm2-0_r1i1p1f1_w5e5_ssp370_tas_global_daily_2081_2090.nc
tas,future,ssp370,mri-esm2-0,2091_2100,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp370/MRI-ESM2-0/mri-esm2-0_r1i1p1f1_w5e5_ssp370_tas_global_daily_2091_2100.nc
tas,future,ssp370,ukesm1-0-ll,2015_2020,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp370/UKESM1-0-LL/ukesm1-0-ll_r1i1p1f1_w5e5_ssp370_tas_global_daily_2015_2020.nc
tas,future,ssp370,ukesm1-0-ll,2021_2030,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp370/UKESM1-0-LL/ukesm1-0-ll_r1i1p1f1_w5e5_ssp370_tas_global_daily_2021_2030.nc
tas,future,ssp370,ukesm1-0-ll,2031_2040,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp370/UKESM1-0-LL/ukesm1-0-ll_r1i1p1f1_w5e5_ssp370_tas_global_daily_2031_2040.nc
tas,future,ssp370,ukesm1-0-ll,2041_2050,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp370/UKESM1-0-LL/ukesm1-0-ll_r1i1p1f1_w5e5_ssp370_tas_global_daily_2041_2050.nc
tas,future,ssp370,ukesm1-0-ll,2051_2060,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp370/UKESM1-0-LL/ukesm1-0-ll_r1i1p1f1_w5e5_ssp370_tas_global_daily_2051_2060.nc
tas,future,ssp370,ukesm1-0-ll,2061_2070,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp370/UKESM1-0-LL/ukesm1-0-ll_r1i1p1f1_w5e5_ssp370_tas_global_daily_2061_2070.nc
tas,future,ssp370,ukesm1-0-ll,2071_2080,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp370/UKESM1-0-LL/ukesm1-0-ll_r1i1p1f1_w5e5_ssp370_tas_global_daily_2071_2080.nc
tas,future,ssp370,ukesm1-0-ll,2081_2090,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp370/UKESM1-0-LL/ukesm1-0-ll_r1i1p1f1_w5e5_ssp370_tas_global_daily_2081_2090.nc
tas,future,ssp370,ukesm1-0-ll,2091_2100,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp370/UKESM1-0-LL/ukesm1-0-ll_r1i1p1f1_w5e5_ssp370_tas_global_daily_2091_2100.nc
